GHGRP ID,Landfill ID,Landfill Name,State,Landfill Alias,Physical Address,City,County,Zip Code,Latitude,Longitude,Composting?,Ownership Type,Landfill Owner Organization(s),Landfill Operator Organization,Year Landfill Opened,Landfill Closure Year,Current Landfill Status,Design Landfill Area (acres),Current Landfill Area (acres),Design Landfill Depth (feet),Current Landfill Depth (feet),Landfill Design Capacity (tons),Waste in Place (tons),Waste in Place Year,Annual Waste Acceptance Rate (tons per year),Annual Waste Acceptance Year,Does LF Recirculate Leachate?,Leachate Recirc Frequency (Past 10 Yrs),Permitted as RD&D LF?,LFG Generated (mmscfd),LFG Collection System In Place?,LFG Collected (mmscfd),LFG Collected Year,Percent Methane,Flares in Place?,Number of Flares,LFG Flared (mmscfd),LFG Flared Year,Number of Wells,GCCS Capacity (cfm),Passive Venting/Flaring?
1003521,1262,Frey Farm-Creswell LF,PA,Lancaster County LF,3049 River Road,Conestoga,Lancaster,17516,39.955047,-76.446215,No,Public,"Lancaster County Solid Waste Management Authority, PA","Lancaster County Solid Waste Management Authority, PA",1969,2038,Open,96,93,180,120,"20,803,562","14,431,191",2022,"393,985",2022,No,Not used,No,,Yes,0.974,2022,52.7,Yes,1,0,2022,44,1300,No
1003460,1255,Grand Central SLF,PA,,1963 Pen Argyl Road,Pen Argyl,Northampton,18072,40.8581,-75.2619,No,Private,WM,WM,1980,2029,Open,206,152.3,,78,"23,788,049","23,463,698",2022,"702,245",2022,Yes,Several times per year,No,8.11,Yes,6.156,2022,44.9,Yes,2,1.589,2022,216,11000,No
1002786,1265,Greater Lebanon Refuse Authority LF,PA,Schilling Farm Landfill,1610 Russell Road,Lebanon,Lebanon,17046-1425,40.36401,-76.49443,No,Public,"Greater Lebanon Refuse Authority, PA","Greater Lebanon Refuse Authority, PA",1959,2043,Open,,106.1,75,,"9,664,094","5,117,666",2022,"132,278",2022,No,Not used,No,1.106,Yes,0.846,2022,51.1,Yes,1,0.006,2022,80,1800,No
1007925,1287,Greenridge Reclamation Landfill,PA,"Y and S, Yelinek & Sons",234 Landfill Road,Scottdale,Westmoreland,15683,40.129,-79.5837,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1991,2025,Open,87,72.4,,88,"12,457,846","10,880,692",2022,"249,501",2022,No,Not used,No,3.797,Yes,2.884,2022,47.6,Yes,2,2.884,2022,150,8900,No
1001643,1288,Greentree Landfill,PA,Kersey; BFI Greentree,635 Toby Road,Kersey,Elk,15846,41.2953,-78.6469,No,Private,Noble Environmental,Noble Environmental,1986,2065,Open,,204.6,,,"59,784,189","26,755,341",2022,"533,330",2022,No,Occasionally but not every year,No,13.2,Yes,4.384,2022,57,Yes,3,0,2022,331,10500,No
1007615,1249,GROWS Landfill,PA,GROWS North,"1513 Bordentown Road
1000 New Ford Mill Road",Morrisville,Bucks,19067,40.159344,-74.776695,No,Private,WM,WM,1970,2017,Closed,316,,80,,"69,980,857","65,613,970",2016,"14,712",2017,No,Not used,No,,Yes,15.136,2019,44.4,Yes,3,15.136,2021,704,20000,No
,1304,Guilford Township LF,PA,,,Chambersburg,Franklin,,,,No,Unknown,,,,1989,Closed,4,,,,,,,"17,826",,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1003103,1278,Imperial Sanitary Landfill,PA,,11 Boggs Road,Imperial,Allegheny,15126,40.43512,-80.29125,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1973,2044,Open,,377.9,,,"39,259,959","24,970,810",2022,"569,482",2022,No,Not used,No,13.3,Yes,8.222,2022,33.1,Yes,2,3.31,2021,345,18000,No
,1279,J.J. Brunner LF,PA,,211 Brunner Road,Zelienople,Beaver,16063,40.72,-80.1703,No,Private,"Joseph J. Brunner, Inc.","Joseph J. Brunner, Inc.",1990,2030,Open,11,,,,"4,054,000","1,891,462",2018,"73,368",2018,Unknown,Not used,No,,Yes,0.5,2016,47,Yes,1,,,28,,Unknown
1007688,1295,Kelly Run SLF,PA,,1500 Hayden Boulevard,Elizabeth,Allegheny,15037,40.255541,-79.878898,No,Private,WM,WM,1965,2026,Open,400,104.6,,,"5,249,068","4,797,132",2022,"143,921",2022,No,Not used,No,1.8,Yes,1.099,2022,42.6,Yes,1,1.099,2022,81,1200,No
,1312,Kennedy LF,PA,,,Lemont Furnace,Fayette,15456,,,No,Private,"A.M. Kennedy, Inc.","A.M. Kennedy, Inc.",,,Closed,,,,,,,,,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1006261,1256,"Keystone Sanitary Landfill, Inc.",PA,,249 Dunham Drive,Dunmore,Lackawanna,18512,41.427,-75.608,No,Private,"Keystone Sanitary Landfill, Inc.","Keystone Sanitary Landfill, Inc.",1972,2067,Open,,396.8,,,"152,329,712","52,825,826",2022,"1,947,017",2022,No,Not used,No,19.699,Yes,19.224,2022,50,Yes,2,2.317,2022,637,23300,No
,1325,"Keystone Sanitation Company, Incorporated",PA,,,Hanover,Adams,,,,No,Private,,WM,1966,1990,Closed,,40,,30,,,,,,Unknown,Not used,No,,Yes,0.144,2010,,Yes,,0.144,2010,16,,Unknown
,1310,Kittanning Borough SLF,PA,,,Kittanning Borough,Armstrong,,,,No,Public,,"Kittanning Borough, PA",,1990,Closed,20,,,,,,,,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1007649,1290,Lake View LF,PA,,851 Robison Road East,Erie,Erie,16509,42.0619,-80.0178,No,Private,WM,WM,1972,2071,Open,210,151.3,,108,"31,526,105","18,046,220",2022,"297,661",2022,No,Not used,No,2.399,Yes,2.152,2022,56.4,Yes,1,0.104,2022,154,6075,No
1002391,1266,Lanchester LF,PA,Chester County Solid Waste LF,7224 Division Highway,Narvon,Lancaster,17555,40.1067,-75.9456,No,Public,"Chester County Solid Waste Authority, PA","Chester County Solid Waste Authority, PA",1975,2032,Open,168,152,163,150,"18,435,575","15,776,659",2022,"278,489",2022,No,Occasionally but not every year,No,,Yes,2.84,2022,51.2,Yes,3,0,,198,4200,No
,1311,Lasky LF,PA,,,Hollsopple,Cambria,,,,No,Private,Lasky Construction Company,,1969,1990,Closed,,11.5,,50,,,,"77,636",1989,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1007586,1286,Laurel Highlands LF,PA,,260 Laurel Ridge Road,Johnstown,Cambria,15909,40.4321,-78.876,No,Private,WM,WM,1986,2133,Open,127,79.5,,,"34,585,920","8,094,606",2022,"105,510",2022,No,Not used,No,2.98,Yes,0.998,2022,61.1,Yes,1,0.004,2022,96,5347,No
,1318,Loyalhanna LF,PA,,,Slickville,Westmoreland,,,,No,Public,,"Municipal Authority of Westmoreland County, PA",1965,1989,Closed,,,,,,,,,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1004218,1275,Lycoming County Landfill,PA,,447 Alexander Drive Route 15,Montgomery,Lycoming,17752,41.1519,-76.9194,No,Public,"Lycoming County Resource Management Services, PA","Lycoming County Resource Management Services, PA",1978,2035,Open,,115,175,120,"14,217,665","12,314,211",2022,"297,329",2022,No,Not used,No,4.5,Yes,2.727,2022,46.6,Yes,2,0.14,2022,125,2000,No
,1313,Marilungo Disposal Service Landfill,PA,,,Lemont Furnace,Fayette,,,,No,Private,Rodney Allen,,,,Closed,,,,,,,,,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,1321,MAWC SLF,PA,Municipal Authority of Westmoreland County,,Greensburg,Westmoreland,,,,No,Private,Westmoreland Waste Company,Westmoreland Waste Company,,2004,Closed,25,,,,,,,"121,550",,Unknown,Not used,No,,Yes,,,50,Yes,,,,,,Unknown
,1300,Mazzaro LF,PA,,Lincoln Highway,Clinton,Allegheny,15026,40.4748,-80.285,No,Private,Mazzaro Coal Company,Mazzaro Coal Company,1966,1987,Closed,90,,,,,"3,000,000",,,,Unknown,Not used,No,,Yes,0,,50,Yes,1,0,,,,Unknown
1005530,1291,McKean County LF,PA,Kness LF,19 Ness Lane,Kane,McKean,16735,41.665,-78.6378,No,Private,"Casella Waste Systems, Inc.","Casella Waste Systems, Inc.",1960,2071,Open,,37,,,"25,097,536","3,455,843",2022,"82,841",2022,No,Not used,No,1.1,Yes,0.41,2022,45.1,Yes,2,0.41,2022,60,1500,No
,1267,Mifflin County Solid Waste Authority LF,PA,Barner LF; Lewistown Borough Landfill,"87 Landfill Road
off U.S. Route 522 North",Lewistown,Mifflin,17044,40.618,-77.543,No,Public,"Mifflin County Solid Waste Authority, PA","Mifflin County Solid Waste Authority, PA",1981,2005,Closed,,15,,,"553,792","553,792",2005,"38,000",2003,Unknown,Not used,No,,No,,,52.3,No,,,,,,Yes
1003100,1268,Modern LF,PA,Modern Trash Removal LF,4400 Mount Pisgah Road,York,York,17406,39.956,-76.595,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1949,2025,Open,,230,,,"42,202,993","37,132,726",2022,"984,101",2022,No,Not used,No,7.843,Yes,6.598,2022,44.1,Yes,2,6.598,2022,216,10750,No
,1317,Mon Valley Landfill,PA,Blackburn,30 Fox Stop Road,Charleroi,Washington,15022,40.112,-79.911,No,Private,"Republic Services, Inc.","Republic Services, Inc.",,,Closed,,,,,,,,,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1007585,1280,Monroeville LF,PA,Chambers LF,600 Thomas Street Extension,Monroeville,Allegheny,15146,40.405,-79.79,No,Private,WM,WM,1945,2044,Open,,141.7,,,"30,571,332","21,008,718",2022,"405,144",2022,No,Not used,No,5.24,Yes,3.653,2022,42.8,Yes,1,0.991,2022,246,6200,No
,1314,Morris Township LF,PA,,,Graysville,Greene,,,,No,Public,"Morris Township, PA","Morris Township, PA",,1990,Closed,,3,,,,,,,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1004164,1297,"Mostoller Landfill, Inc.",PA,,7095 Glades Pike Route 31,Somerset,Somerset,15501,39.9719,-78.9897,No,Private,WM,WM,2000,2024,Open,,62.8,,,"12,743,971","7,001,876",2022,"90,290",2022,No,Not used,No,2.597,Yes,1.546,2022,52.9,Yes,1,1.084,2021,99,7450,No
1007935,1259,Mountain View Reclamation Landfill,PA,Community Refuse Limited LF; Mountain View Landfill,9446 Letzburg Road,Greencastle,Franklin,17225,39.7947,-77.8033,No,Private,WM,WM,1977,2049,Open,,89,75,,"21,882,949","12,369,920",2022,"377,496",2022,Yes,Occasionally but not every year,No,3.36,Yes,1.84,2022,47.3,Yes,1,0.081,2022,190,14200,No
1007647,1292,Northwest SLF,PA,,1436 West Sunbury Road,West Sunbury,Butler,16061,41.019046,-79.901903,No,Private,WM,WM,1991,2025,Open,63,51.5,,,"5,107,537","4,838,518",2022,"71,127",2022,No,Not used,No,1.7,Yes,0.899,2022,36.6,Yes,2,0.899,2022,69,5000,No
1007616,1257,Pine Grove Landfill Inc.,PA,Del Marva Eastern,193 Shultz Road,Pine Grove,Schuylkill,17963,40.56754,-76.40548,No,Private,WM,WM,1990,2011,Closed,,79.4,,,"4,274,000","3,724,054",2010,"166,132",2010,Unknown,Not used,No,2.8,Yes,2.39,2012,50,Yes,2,,,126,7600,No
1011037,1263,Pioneer Crossing LF,PA,F.R. & S. Incorporated,727 Redlane Road,Birdsboro,Berks,19508,40.2736,-75.8139,No,Private,J.P. Mascaro & Sons,J.P. Mascaro & Sons,1966,2028,Open,25,,,,"12,034,669","11,225,721",2022,"429,114",2022,No,Not used,No,5.083,Yes,4.496,2022,50,Yes,2,1.5,2021,150,5800,Yes
1003556,1251,Pottstown LF,PA,Stowe Power Production Plant,1425 Sell Road,Pottstown,Montgomery,19464,40.27087,-75.66966,No,Private,WM,WM,1948,2005,Closed,,212,85,85,"12,348,919","10,586,848",2005,"212,912",2005,No,Not used,No,0.888,Yes,0.556,2022,33.2,Yes,1,0.556,2022,153,1250,No
,1316,Richard's LF,PA,,,Marion Center,Indiana,,,,No,Private,,Richard's Sanitation Company,,1990,Closed,,,,,,,,,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1005733,1261,Rolling Hills LF,PA,Colebrookdale LF,583 Longview Road,Boyertown,Berks,19512,40.3611,-75.7158,No,Public,"Delaware County Solid Waste Authority (DCSWA), PA","Delaware County Solid Waste Authority (DCSWA), PA",1981,2034,Open,233,149.2,,,"21,540,776","7,568,819",2022,"160,686",2022,No,Occasionally but not every year,No,3.25,Yes,1.677,2022,37.8,Yes,1,1.677,2022,90,2000,No
,1842,Rosencranse LF,PA,ID # 100301,RD 4,Beach Lake,Wayne,18405,41.58825,-75.15442,No,Private,John Sexton Sand & Gravel,John Sexton Sand & Gravel,,,Closed,,,,,,"1,000,000",1998,,1998,Unknown,Not used,No,,Yes,0.17,,,Yes,1,0.17,,,,Unknown
1004321,1258,Sandy Run Landfill,PA,Bedford Fulton Huntingdon Solid Waste Authority LF; Hopewell LF; Sandy Run LF,995 Landfill Road,Hopewell,Bedford,16650,40.132,-78.198,No,Private,Noble Environmental,,1990,2130,Open,65,37.8,,,"5,921,698","2,804,380",2022,"162,867",2022,No,Not used,No,1.118,Yes,0.816,2022,49,Yes,,0.816,2022,53,1250,No
,1283,Sanitary LF,PA,,,Greensburg,Westmoreland,15062,40.1521,-79.8837,No,Public,"Municipal Authority of Westmoreland County, PA","Municipal Authority of Westmoreland County, PA",,2012,Closed,,,,,,"398,041",,"73,726",,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1009925,1250,SECCRA Community Landfill,PA,SE Chester County Refuse Authority LF,219 Street Road,West Grove,Chester,19390,39.86729,-75.84115,No,Public,"Southeastern Chester County Refuse Authority (SECCRA), PA","Southeastern Chester County Refuse Authority (SECCRA), PA",1986,2036,Open,95,60,,,"4,047,057","3,514,110",2022,"128,437",2022,Yes,Several times per year,No,1.415,Yes,1.215,2022,54,Yes,1,1.062,2022,66,1200,Yes
1002035,1298,Seneca Landfill Inc.,PA,,421 Hartmann Road,Evans City,Butler,16033,40.8117,-80.0783,No,Private,"Seneca Landfill, Inc.","Seneca Landfill, Inc.",1965,2052,Open,166,24,65,,"31,206,099","13,729,113",2022,"724,065",2022,No,Not used,No,3.54,Yes,3.253,2022,58.7,Yes,1,1.672,2021,345,6000,Yes
1007686,1282,Shade Landfill,PA,Shade Township Waste Management Facility; RCC LF,1176 No. 1 Road,Cairnbrook,Somerset,15924,40.12039,-78.80218,No,Private,WM,WM,1993,2014,Closed,,92.2,,,"35,229,816","8,487,347",2013,"2,899",2013,No,Not used,No,3.54,Yes,0.91,2022,59.7,Yes,2,0.011,2022,109,7600,Yes
1007691,1843,South Hills Landfill,PA,M.C. Arnoni Landfill,3100 Hill Road,Library,Allegheny,15129,40.27858,-79.99482,No,Private,WM,WM,1948,2056,Open,,87.4,,,"17,104,045","7,472,657",2022,"140,144",2022,No,Not used,No,2.22,Yes,0.957,2022,40.5,Yes,1,0.957,2022,94,2500,No
1007718,1284,Southern Alleghenies LF,PA,"Southern Alleghenies Disposal Service, Inc.; Fleetwood Disposal",843 Miller Picking Road,Davidsville,Somerset,15928,40.2361,-78.9,No,Private,Noble Environmental,,1979,2084,Open,,68.7,,,"13,182,530","10,023,262",2022,"55,391",2022,No,Not used,No,3.37,Yes,0.954,2022,56.9,Yes,2,0.17,2022,88,8800,No
,1320,Tioga County LF,PA,,,Blossburg,Tioga,,,,No,Unknown,,,,,Unknown,,,,,,,,,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1007634,1252,Tullytown LF,PA,Tullytown Resource Recovery Facility (TRRF),200 Bordentown Road,Tullytown,Bucks,19007,40.13,-74.805,No,Private,WM,WM,1988,2017,Closed,,302.7,,,,"46,406,477",2017,"139,253",2017,No,Occasionally but not every year,No,8.952,Yes,6.043,2022,46.8,Yes,2,5.263,2022,514,22025,No
1007692,1285,Valley LF,PA,Mid-American; USA Valley Facility Inc.,6015 Pleasant Valley Road,Irwin,Westmoreland,15642,40.3881,-79.6742,No,Private,WM,WM,1960,2070,Open,,138.9,,,"24,004,251","9,900,173",2022,"227,623",2022,No,Not used,No,2.831,Yes,2.537,2022,51,Yes,2,0.668,2022,163,4700,No
,1309,Wade LF,PA,,,Parker,Armstrong,,,,No,Unknown,,Wade LF,,1990,Closed,,,,,,,,,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1007960,1274,Wayne Township LF,PA,Clinton County Landfill,264 Landfill Lane,Lock Haven,Clinton,17745,41.1619,-77.345,No,Public,"Clinton County Solid Waste Authority, PA","Clinton County Solid Waste Authority, PA",1974,2048,Open,219,108.2,,,"18,808,679","5,091,603",2022,"243,553",2022,Yes,Occasionally but not every year,No,2.449,Yes,1.562,2022,48,Yes,1,1.562,2022,128,3900,No
1002716,1271,Western Berks Community Landfill & Recycling Center,PA,Western Berks Refuse Authority LF,455 Poplar Neck Road,Birdsboro,Berks,19508,40.30281,-75.90865,No,Private,WM,WM,1974,2023,Closed,,63.1,,,,"5,617,244",2022,"247,936",2022,No,Occasionally but not every year,No,,Yes,0.773,2022,40.1,Yes,1,0.773,2022,96,1200,Yes
1000291,11721,Westmoreland Waste SLF LLC,PA,,"900 Tyrol Boulevard
111 Conner Lane",Belle Vernon,Westmoreland,15012,40.1443,-79.8593,No,Private,Noble Environmental,Westmoreland Waste LLC,1965,2055,Open,270,56.1,,,"29,292,041","7,325,057",2022,"322,002",2022,No,Not used,No,2.045,Yes,1.551,2022,55.3,Yes,2,,,97,5500,Yes
,1272,York County SLF,PA,York County Solid Waste and Refuse Authority,3969 Plank Road,Stewartstown,York,17363,39.7831,-76.6262,No,Public,"York County Solid Waste Authority, PA","York County Solid Waste Authority, PA",1974,1997,Closed,,,,,"10,000,000","754,137",,"90,689",,Unknown,Not used,No,,No,,,,No,,,,,,Yes
,2339,Aguadilla Landfill,PR,,"Bo. Caimital Bajo, Road 433, km 2.8",Aguadilla,Aguadilla,00605,18.419018,-67.116211,No,Public,Municipality of Aguadilla,ConWaste,,2009,Closed,,13,,,,,,"25,200",2006,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,2340,Anasco Landfill,PR,,"Bo. Maria, Sector Del Salto, Road 4402",Anasco,Anasco,00610,18.313954,-67.143193,No,Public,Municipality of Anasco,Municipality of Anasco,1967,,Open,,19,,,,,,"24,400",2007,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1005158,2341,Arecibo Landfill,PR,,Carr. PR-682 Interior Sector Garrochales  Bo. Factor II,Arecibo,Arecibo,00612,18.465776,-66.621264,No,Public,Municipality of Arecibo,Landfill Technologies Corp.,1973,2030,Open,,56.3,,,"7,003,907","6,816,558",2022,"296,798",2022,No,Not used,No,1.409,Yes,0.257,2022,56.8,Yes,2,,,85,1050,No
,2342,Arroyo Landfill,PR,,"Bo. Ancone, Road 755, km 1.0",Arroyo,Arroyo,00714,18.004595,-66.04773,No,Public,Municipality of Arroyo,,1977,2019,Closed,,12,,,,,,"19,091",2007,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,2343,Barranquitas Landfill,PR,,"Road 152 Interior
Bo. Barrancas Sector Nuevo Barranquitas",Barranquitas,Barranquitas,00794,18.197565,-66.311485,No,Public,Municipality of Barranquitas,Municipality of Barranquitas,1976,,Open,,17,,,,,,"21,840",2007,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1007083,2344,Cabo Rojo Landfill,PR,,Carr. PR-303  Km 13.4 Llanos Costas  Sector Las Palmas,Cabo Rojo,Cabo Rojo,00623,17.976252,-67.152653,No,Public,Municipality of Cabo Rojo,ConWaste,1993,2030,Open,,16.1,,,"2,756,250","1,095,725",2014,"56,400",2007,Unknown,Not used,No,0.248,No,,,,No,,,,,,Unknown
1007121,2345,Carolina Landfill,PR,,Carr. PR-874 Final KM 1.7 Bo. Hoyos Mulas,Carolina,Carolina,00984,18.408363,-65.93762,No,Public,"Municipality of Carolina, PR",Landfill Technologies Corp.,1969,2030,Open,,87.7,,,"6,058,725","4,508,622",2022,"99,423",2022,Yes,Several times per year,No,1.47,Yes,0.466,2022,37.9,Yes,1,0.466,2022,39,1500,No
,1930,Cayey Landfill,PR,,"State Road 184, Bo. Guavate
off PR Highway 52",Cayey,Cayey,00737,18.145825,-66.102902,No,Public,Municipality of Cayey,Municipality of Cayey,1972,2017,Closed,,27,,,,"1,000,000",,"32,843",2007,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,2346,Culebra Landfill,PR,,"Road 251, Sector Tamarindo",Culebra,Culebra,00775,18.322022,-65.32154,No,Public,Municipality of Culebra,Municipality of Culebra,1982,,Open,,7,,,,,,"2,700",2007,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1007630,2347,El Coqui Landfill,PR,Humacao Landfill,"Road 3 Int 923, km 1.7, Bo. Buena Vista",Humacao,Humacao,00791,18.13192,-65.808347,No,Private,EC Waste,EC Waste,1973,2069,Open,181,113.9,,138,"48,449,881","23,584,859",2022,"711,724",2022,No,Not used,No,7.24,Yes,1.833,2022,47.8,Yes,2,1.833,2022,136,3800,Yes
1007084,1931,Fajardo Municipal Landfill,PR,,"Road 982 km 4.9, Bo. Demajagua",Fajardo,Fajardo,00740,18.291343,-65.679315,No,Public,"Municipality of Fajardo, PR",Landfill Technologies Corp.,1971,2042,Open,,63.5,,,,"5,760,121",2022,"212,360",2022,Yes,Several times per year,No,1.319,Yes,0.658,2022,50.1,Yes,2,,,78,1500,No
,2348,Florida Landfill,PR,,Ramal 6642,Florida,Florida,00650,18.365922,-66.554948,No,Public,Municipality of Florida,Municipality of Florida,1979,2009,Closed,,13,,,,,,"14,000",2007,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,2349,Guayama Landfill,PR,,"Road 7711, Km. 138.3 Bo. Pozo Hondo",Guayama,Guayanilla,00785,17.986272,-66.138451,No,Public,Municipality of Guayama,Carlos Rental Equipment,1979,,Open,,17,,,,,,"29,549",2007,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1005161,1932,Guaynabo LF,PR,,Carr. PR-1 hacia Carr. PR-834  Sector La Muda,Guaynabo,Guaynabo,00969,18.32618,-66.102576,No,Public,"Municipality of Guaynabo, PR",ConWaste,1956,2008,Closed,,34.6,,,,"3,413,566",2008,"28,252",2008,No,Not used,No,0.78,No,,,,No,,,,,,No
,2350,Hormigueros Landfill,PR,,"Road 338, km 0.4
Bo. Aguitas, Sector El Hoyo",Hormigueros,Hormigueros,00660,18.15081,-67.097802,No,Public,Municipality of Hormigueros,Municipality of Hormigueros,1985,2030,Open,29,13,,,,,,"30,000",2008,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,2351,Isabela Landfill,PR,,"Bo. Guerrero, Road #2, Sector Ramal",Isabela,Isabela,00662,18.477891,-67.042169,No,Public,Municipality of Isabela,Municipality of Isabela,1978,,Open,,16,,,,,,"29,484",2004,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,2352,Jayuya Landfill,PR,,"Bo. Canalizo, Road 140",Jayuya,Jayuya,00664,18.206677,-66.631817,No,Public,Municipality of Juyuya,Municipality of Juyuya,1978,,Open,,9,,,,,,"10,966",2007,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,2383,Juana Diaz Landfill,PR,,"Road 510, Sector Sabana Llana",Juana Diaz,Juana Diaz,00795,18.038957,-66.517424,No,Public,Municipality of Juana Diaz,,1970,,Open,,35,,,,,,"134,784",2007,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,2354,Juncos Landfill,PR,Vertedero Municipal de Juncos,"Carr 185 km 20.1
Bo. Gurabo Abajo Sector La Coroza",Juncos,Juncos,00777,18.250523,-65.907025,No,Public,Municipality of Juncos,Municipality of Juncos,1978,2012,Closed,,40,,197,"3,000,000","2,700,000",2009,"95,000",2009,Unknown,Not used,No,,No,,,,No,,,,,,Yes
,2355,Lajas Landfill,PR,,"Road 303, km 6.7",Lajas,Lajas,00667,17.989905,-67.097804,No,Public,Municipality of Lajas,Municipality of Lajas,1979,,Open,,19,,,,,,"36,254",2007,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1007578,1933,Mayaguez Landfill,PR,,"Road #108 KM 3.1 Bo. Sabaneta
Sector Cuba",Mayaguez,Mayaguez,00680,18.239143,-67.14378,No,Public,"Municipality of Mayaguez, PR",EC Waste,1976,2025,Open,,42,,,,"3,724,761",2017,"13,663",2017,No,Not used,No,1.33,No,,,,No,,,,,,No
,2356,Moca Landfill,PR,,"Road 110, km 16.2, Bo. Centro",Moca,Moca,00676,18.414632,-67.116116,No,Public,Municipality of Moca,Newport Recycling Corp dba AR Waste,1967,,Open,,21,,,,,,"154,132",2007,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,2357,Penuelas Valley Landfill,PR,,"Road 385, km 4.5, Bo. Tallaboa",Penuelas,Penuelas,00624,18.017306,-66.702133,No,Private,EC Waste,EC Waste,,,Open,,17,,,,,,"127,740",2007,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1004774,2358,Ponce Landfill,PR,,"Ave. Baramaya Final
Rd 500 Sector La Cotorra",Ponce,Ponce,00731,18.008428,-66.658458,No,Public,"Municipality of Ponce, PR","Republic Services, Inc.",1965,2047,Open,,86.1,,,"13,647,623","9,014,953",2022,"195,688",2022,Yes,Several times per year,No,2.541,Yes,1.497,2022,33.4,Yes,,1.497,2022,85,3900,Yes
1006228,2359,Salinas Landfill,PR,,Bo Aguirre Road #3 Hectometro 7,Salinas,Salinas,00751,17.957711,-66.236355,No,Public,"Municipality of Salinas, PR",EC Waste,1970,2049,Open,,40.4,,,"5,818,085","3,939,102",2022,"91,839",2022,Yes,Several times per year,No,1.01,No,,,,No,,,,,,No
1007139,1934,San Juan Landfill,PR,,Ave Kennedy KM 1.7 Carr #2,San Juan,San Juan,00907,18.43,-66.08,No,Public,"Municipality of San Juan, PR",ConWaste,1966,2001,Closed,170,139.4,,,,"12,442,815",2001,"181,913",2001,No,Not used,No,3.56,Shutdown,0.525,2018,34,Yes,1,0.525,2018,110,1500,No
1007194,2360,Toa Alta Landfill,PR,,Carr. PR-165 Km 8.2 Bo. Contomo,Toa Alta,Toa Alta,00953,18.371747,-66.265148,No,Public,"Autonomous Municipality of Toa Alta, PR",Empresas Municipales Toaltena,1966,2022,Closed,,19.8,,,"2,950,206",,,"243,360",2007,Unknown,Not used,No,1.08,No,,,,No,,,,,,No
1005166,1935,Toa Baja LF,PR,Vertedero Municipal de Toa Baja (VMTB),"Road 865, Bo. Candelaria Ward
NW of SR #866 & De Diego Hwy # PR 22",Toa Baja,Toa Baja,00961,18.421713,-66.204524,No,Public,"Municipality of Toa Baja, PR",Landfill Technologies Corp.,1974,2030,Open,,88,,,,"12,111,173",2022,"282,936",2022,Yes,Several times per year,No,1.689,Yes,1.194,2022,52.4,Yes,2,0.064,2021,100,1500,No
