GHGRP ID,Landfill ID,Landfill Name,State,Landfill Alias,Physical Address,City,County,Zip Code,Latitude,Longitude,Composting?,Ownership Type,Landfill Owner Organization(s),Landfill Operator Organization,Year Landfill Opened,Landfill Closure Year,Current Landfill Status,Design Landfill Area (acres),Current Landfill Area (acres),Design Landfill Depth (feet),Current Landfill Depth (feet),Landfill Design Capacity (tons),Waste in Place (tons),Waste in Place Year,Annual Waste Acceptance Rate (tons per year),Annual Waste Acceptance Year,Does LF Recirculate Leachate?,Leachate Recirc Frequency (Past 10 Yrs),Permitted as RD&D LF?,LFG Generated (mmscfd),LFG Collection System In Place?,LFG Collected (mmscfd),LFG Collected Year,Percent Methane,Flares in Place?,Number of Flares,LFG Flared (mmscfd),LFG Flared Year,Number of Wells,GCCS Capacity (cfm),Passive Venting/Flaring?
,761,Price Chapel SLF,MD,,,,Queen Anne's,,,,No,Unknown,,"Queen Anne's County, MD",1955,1991,Closed,,,,,,"28,000",,800,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1001568,763,Quarantine Road SLF,MD,Quarantine Road LF (Ash & Debris),6100 Quarantine Road,Curtis Bay,Baltimore city,21226,39.2085,-76.5549,Yes,Public,"City of Baltimore, MD","City of Baltimore, MD",1985,2026,Open,126,108,,,"21,476,700","5,769,357",2017,"124,458",2022,No,Not used,No,2.33,Yes,0.398,2022,58,Yes,,,,54,3000,No
1005873,764,Reich's Ford Road SLF,MD,,9031 Reichs Ford Road,Frederick,Frederick,21704,39.3754,-77.3528,No,Public,"Frederick County, MD","Frederick County, MD",1969,2045,Open,143,126,160,62.5,"7,827,750","4,035,497",2022,"8,470",2022,No,Not used,No,1.91,Yes,0.639,2022,26.8,Yes,1,0.639,2022,100,1100,Yes
,765,Resh Road II SLF,MD,Washington County LF,Resh Road,Hagerstown,Washington,21740,39.68,-77.802,No,Public,"Washington County, MD","Washington County, MD",1982,2000,Closed,75,,,,"2,550,000","2,055,978",2000,"127,989",,Unknown,Not used,No,,Yes,0.89,,50,Yes,,,,,,Unknown
,766,Round Glade SLF,MD,,,Oakland,Garrett,21550,39.470556,-79.393057,No,Public,,Garrett Co. Roads Dept.,1974,1994,Closed,,,,,,"800,000",,"19,566",,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,767,Saint Andrews SLF,MD,"St. Andrews Municipal Landfill, McLeod Sanitary Landfill",44825 St. Andrews Church Road,California,St. Mary's,20619,38.2909,-76.5233,No,Public,"St. Mary's County, MD","St. Mary's County, MD",1971,2001,Closed,55,36.8,,,,"842,556",2001,"60,818",,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1007573,768,Sandy Hill SLF,MD,Sandy Hill Creative Disposal Project,9500 Old Laurel Bowie Road,Bowie,Prince George's,20720,39.016,-76.791,No,Public,"Prince George's County, MD","Prince George's County, MD",1978,2000,Closed,128,122.2,,,,"8,201,604",2000,"356,591",2000,Unknown,Not used,No,3.22,Yes,,,48.9,Yes,1,,,85,6000,No
,769,Snow Hill SLF,MD,,,,Worcester,,,,No,Unknown,,Snow Hill SLF,1970,1990,Closed,,,,,,,,,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1004563,20860,Solley Road Landfill,MD,,7890 Solley Road,Glen Burnie,Anne Arundel,21061,39.160313,-76.575042,No,Private,"Republic Services, Inc.",,1963,1982,Closed,,,,,"1,237,712","1,237,712",1982,"61,886",1982,Unknown,Not used,No,,Yes,0.11,2014,22.4,Yes,,0.11,2014,36,700,No
,21400,Somerset County Municipal Landfill,MD,Fairmount Road LF,8716 James Ring Road,Westover,Somerset,21871,,,No,Public,"Somerset County, MD",,1998,2036,Open,33,26.4,,,"947,485","635,313",2021,"27,892",2021,Unknown,Not used,No,,Unknown,,,,Unknown,,,,,,Unknown
,770,Sudley Road SLF,MD,,5400 Nutwell Sudley Road,Deale,Anne Arundel,20751,38.8179,-76.5785,No,Public,"Anne Arundel County Dept. of Public Works, Bureau of Waste Mmgt. Services, MD","Anne Arundel County Dept. of Public Works, Bureau of Waste Mmgt. Services, MD",1982,1993,Closed,,,,,,"671,000",,"68,770",,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,772,Westover/Ring SLF,MD,Ring Landfill,8716 James Ring Road,Westover,Somerset,21871,38.121044,-75.735464,No,Public,"Somerset County, MD","Somerset County, MD",1975,1998,Closed,66,32.5,,,,"447,610",,"28,392",,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,1944,Woodbury LF,MD,,,Baltimore,Anne Arundel,,,,No,Unknown,,,1982,1985,Closed,,,,,,,,,,Unknown,Not used,No,,Yes,,,,No,,,,,,Unknown
1002766,2251,Bath LF,ME,,11 Detritus Drive,Bath,Sagadahoc,04530,43.9396,-69.8189,No,Public,"City of Bath, ME","City of Bath, ME",1945,2050,Open,,26.5,150,110,"892,653","404,500",2009,"15,858",2021,No,Not used,No,0.749,Yes,0.374,2012,24.9,Yes,,0.374,2012,18,400,No
,2255,Brunswick LF,ME,Brunswick Town Landfill,49 Graham Road,Brunswick,Cumberland,04011,43.97,-70.037,No,Public,"Town of Brunswick, ME","Town of Brunswick, ME",1984,2021,Closed,16.4,16.4,,,"410,000","316,270",2012,392,2021,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,2253,"Caratunks Forks, West Forks (CFWF) Landfill",ME,West Forks LF,Lower Enchanted Road,West Forks,Somerset,04985,45.3699,-70.0255,No,Public,Caratunk; West Forks,Caratunk,1989,2013,Closed,,3,,,"16,500","13,900",2005,"1,400",2002,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,21210,City of Lewiston Landfill,ME,,424 River Road,Lewiston,Androscoggin,04240,44.04968,-70.184074,No,Unknown,,,1952,1994,Closed,,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,,,Unknown
1007646,2250,Crossroads LF,ME,Norridgewock LF,357 Mercer Road,Norridgewock,Somerset,04957,44.71256,-69.8473,No,Private,WM,WM,1976,2043,Open,107,105.4,,57,"19,032,634","11,062,801",2022,"371,919",2022,Yes,Occasionally but not every year,No,2.12,Yes,1.977,2022,51.6,Yes,2,0.654,2022,86,4800,Yes
,21207,Dolby Landfill,ME,,Maine 157 (Main Street),East Millinocket,Penobscot,04333,45.654964,-68.596293,No,Public,State of Maine,,1975,1993,Closed,153,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,,,Unknown
,12001,ecomaine Landfill/Ashfill,ME,,Green Road,Scarborough,Cumberland,04074,43.63887,-70.369449,No,Public,ecomaine,ecomaine,1977,1984,Closed,,,,,,,,,,Unknown,Not used,No,,Yes,,,35,Yes,1,0.216,2011,,,Unknown
,2254,Hatch Hill LF,ME,Augusta LF,Hatch Hill Road,Augusta,Kennebec,04330,44.3228,-69.7087,No,Public,"City of Augusta, ME","City of Augusta, ME",1952,2033,Open,20,20,100,65,"1,520,000","1,100,000",2017,"52,289",2021,Unknown,Not used,No,0.36,Yes,0.22,2018,49,Yes,1,,,,,Yes
1005253,11240,Juniper Ridge Landfill,ME,West Old Town Landfill (WOTL),2828 Bennoch Road,Old Town,Penobscot,04468,44.9813,-68.7247,No,Public,State of Maine,"Casella Waste Systems, Inc.",1997,2034,Open,121.5,96.7,,100,"18,471,879","12,289,824",2022,"933,811",2022,No,Not used,No,,Yes,3.231,2022,44.9,Yes,,3.231,2022,207,3550,No
,2252,Little Squaw LF,ME,,Dyer Road,Greenville,Piscataquis,04441,45.456,-69.6258,No,Public,"Town of Greenville, ME","Town of Greenville, ME",1986,2011,Closed,,,,,"125,000","85,000",2005,"2,500",2002,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1005252,2259,Pine Tree Landfill,ME,Sawyer Environmental Recovery Facility (SERF); Sawyer Mountain,358 Emerson Mill Road,Hampden,Penobscot,04444,44.76969,-98.8695,No,Private,"Casella Waste Systems, Inc.","Casella Waste Systems, Inc.",1974,2009,Closed,160,48.1,,,,"5,787,104",2009,"413,193",2009,No,Not used,No,3.72,Yes,0.468,2019,37,Yes,1,,,89,3000,No
,2257,Presque Isle LF,ME,,202 Lathrop Road,Presque Isle,Aroostook,04769,46.602,-68.039,No,Public,"Aroostook Waste Solutions, ME","Aroostook Waste Solutions, ME",1982,2047,Open,,,,,"600,000","438,836",2019,"29,729",2021,Unknown,Not used,No,,Yes,,,,Yes,,,,,,Unknown
,2263,Regional Waste Systems LF,ME,RWS Ashfill/Balefill,64 Blueberry Road,Portland,Cumberland,04102,43.6535,-70.3324,No,Private,Regional Waste Systems,Regional Waste Systems,1986,1997,Closed,,,,,,"1,675,000",,0,,Unknown,Not used,No,,Yes,,,,Yes,1,0.72,,,,Unknown
,21211,Rockland Quarry Landfill,ME,,400 Limerock Street,Rockland,Knox,04841,44.105886,-69.136345,No,Unknown,,,,1995,Closed,,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,,,Unknown
,21208,Town of Baileyville Landfill,ME,,50 Town Road,Baileyville,Washington,04694,45.132028,-67.3968677,No,Unknown,,,,1994,Closed,,5,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,,,Unknown
,21206,Town of Dover-Foxcroft Landfill,ME,,"66 Landfill Road
Between Milo Road & Essex Street",Dover-Foxcroft,Piscataquis,04426,45.19081,-69.20426,No,Public,"Town of Dover-Foxcroft, ME",,1978,1995,Closed,,9.5,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,,,Unknown
,21209,Town of Glenburn MSW Landfill,ME,,Hudson Road (Route 221),Glenburn,Penobscot,04401,44.94443,-68.84745,No,Unknown,,,,,Closed,156,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,,,Unknown
,2256,Tri-Community LF,ME,Fort Fairfield LF,303 Murphy Road,Fort Fairfield,Aroostook,04736,46.86,-67.908,No,Public,"Aroostook Waste Solutions, ME","Aroostook Waste Solutions, ME",1977,2053,Open,39,23,,70,"1,890,000","734,315",2008,"25,883",2021,Unknown,Not used,No,0.343,Yes,,,,Yes,,0.119,,,,Yes
,21212,Waldoboro Municipal Landfill,ME,,N. Nobleboro Road,Waldoboro,Lincoln,04572,44.138507,-69.434893,No,Public,"Town of Waldoboro, ME",,,,Closed,,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,,,Unknown
1001991,1902,Adrian Landfill,MI,,1970 North Ogden Highway,Adrian,Lenawee,49221,41.89059,-83.9924,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1966,2013,Closed,,108.3,60,,"11,731,568","7,911,557",2013,"92,087",2013,No,Not used,No,,Yes,0.803,2022,46.4,Yes,,0.012,2022,75,3333,No
1006178,1878,Ann Arbor SLF Phase I & II,MI,,4150 Platt Road,Ann Arbor,Washtenaw,48108,42.2278,-83.6997,Yes,Public,"City of Ann Arbor, MI","City of Ann Arbor, MI",1959,1992,Closed,,133.1,75,,,"3,716,670",1992,"34,021",1992,No,Not used,No,0.699,Yes,0.198,2022,50,Yes,,,,43,270,Yes
1008034,1879,Arbor Hills Landfill,MI,Onyx Arbor Hills East and West,10690 W. Six Mile Road,Northville,Washtenaw,48168,42.40684,-83.55579,Yes,Private,GFL Environmental USA Inc.,GFL Environmental USA Inc.,1970,2028,Open,337,263,,,"95,366,402","72,077,200",2022,"1,971,854",2022,No,Not used,No,17.774,Yes,13.231,2022,46.3,Yes,2,6.894,2022,385,14200,No
1006132,2068,Autumn Hills Recycling & Disposal Facility,MI,,700 56th Avenue,Zeeland,Ottawa,49464,42.781,-85.9207,Yes,Private,WM,WM,1992,2077,Open,152.2,73,,,"46,276,528","14,599,798",2022,"410,460",2022,No,Occasionally but not every year,No,4.699,Yes,3.54,2022,52.4,Yes,1,,,147,8400,No
1002489,1891,Brent Run Landfill,MI,Brent Run Generating Station,8335 Vienna Road,Montrose,Genesee,48457,43.176846,-83.838258,No,Private,GFL Environmental USA Inc.,GFL Environmental USA Inc.,1993,2050,Open,103,97.6,,,"33,284,697","17,861,965",2022,"267,211",2022,No,Not used,No,7.839,Yes,3.171,2022,49.4,Yes,2,0.098,2022,147,5239,No
1003620,1900,C&C Landfill,MI,Turkeyville; Marshall Landfill,14800 P Drive North,Marshall,Calhoun,49068,42.36108,-85.0087,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1970,2090,Open,117,106.8,,73,"62,118,397","17,241,297",2022,"600,000",2022,No,Not used,No,4.152,Yes,2.423,2022,48.6,Yes,2,0.07,2022,164,5450,No
1007521,1892,Carleton Farms Landfill,MI,,28800 Clark Road,New Boston,Wayne,48164,42.09394,-83.42973,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1993,2057,Open,242,204.7,,,"101,131,895","55,838,507",2022,"1,826,110",2022,No,Not used,No,9.717,Yes,6.775,2022,43.4,Yes,2,1.207,2022,358,9823,No
1007838,20788,Cedar Ridge Recycling & Disposal Facility,MI,,11633 Saunders Road,East Jordan,Charlevoix,49727,45.247333,-85.2095,No,Private,WM,,1967,2001,Closed,,,,,"3,894,885","3,894,885",2001,"44,912",2001,Unknown,Not used,No,,No,,,,No,,,,,,Yes
1006990,2232,"Central Sanitary Landfill, Inc.",MI,Pierson Township LF; United LF,21545 Cannonsville Road,Pierson,Montcalm,49339,43.33783,-85.52274,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1959,2050,Open,,60.7,,,"15,409,277","8,798,469",2022,"240,251",2022,No,Not used,No,2.587,Yes,2.406,2022,53.1,Yes,,0.714,2022,84,5600,No
1003880,20799,Cereal City Landfill,MI,,580 Hubbard Street,Battle Creek,Calhoun,49017,42.3475,-85.200333,No,Private,WM,,1951,1982,Closed,,,,,"2,820,483","2,027,222",1982,"88,140",1982,No,Not used,No,,No,,,,No,,,,,,Yes
1004976,1880,Citizens Disposal Landfill,MI,,2361 West Grand Blanc Road,Grand Blanc,Genesee,48439,42.91468,-83.72249,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1955,2035,Open,,156.8,,99,"19,376,515","16,124,509",2022,"369,685",2022,No,Not used,No,4.552,Yes,3.781,2022,48.2,Yes,2,0.21,2022,121,7700,No
1003865,2242,City of Midland Sanitary LF,MI,,4311 East Ashman Street,Midland,Midland,48642,43.62637,-84.17153,No,Public,"City of Midland Utilities Dept., MI","City of Midland Utilities Dept., MI",1960,2065,Open,,3.7,,60,"10,931,418","10,026,865",2022,"118,125",2022,No,Not used,Yes,2.63,Yes,0.587,2022,51.9,Yes,3,0.062,2022,111,2000,Yes
1007932,1881,"City Sand & Landfill, Inc.",MI,,46805 Willow Road,Belleville,Wayne,48111,42.1156,-83.4938,No,Private,WM,WM,1959,1993,Closed,,184,,,"16,202,773","15,739,832",1993,"462,936",1993,No,Not used,No,3.15,Yes,0.399,2022,49.8,Yes,1,0.399,2022,117,750,No
1007754,12215,Dafter Sanitary Landfill Inc,MI,,3962 West 12 Mile Road,Dafter,Chippewa,49724,46.337,-84.444,No,Private,GFL Environmental USA Inc.,GFL Environmental USA Inc.,1981,2125,Open,,40,,,"5,668,970","2,066,278",2022,"76,484",2022,Yes,Occasionally but not every year,No,0.516,No,,,,No,,,,,,Yes
1004696,20180,Delta County Landfill,MI,,5701 19th Avenue North,Escanaba,Delta,49829,45.76467,-87.131,Yes,Public,"Delta Solid Waste Management Authority, MI",,1985,2096,Open,,,,,"6,837,778","1,788,000",2022,"41,549",2022,Yes,Occasionally but not every year,No,0.841,Yes,0.308,2022,25.1,Yes,,0.308,2022,20,740,No
1003259,1936,Eagle Valley RDF,MI,,600 West Silverbell Road,Lake Orion,Oakland,48359,42.72265,-83.25478,Yes,Private,WM,WM,1986,2036,Open,,129.2,,,"21,308,860","14,562,145",2022,"769,096",2022,No,Not used,No,6.418,Yes,6.139,2022,51.6,Yes,2,1.75,2022,172,10000,No
1006989,2271,Elk Run Sanitary Landfill,MI,,20667 5 Mile Highway,Onaway,Presque Isle,49765,45.2824,-84.2238,No,Private,GFL Environmental USA Inc.,GFL Environmental USA Inc.,1992,2030,Open,,20.7,,,"2,973,443","2,024,281",2022,"106,804",2022,No,Not used,No,0.412,Yes,0.113,2022,57.2,Yes,,0.113,2022,23,1200,No
1003623,1895,Forest Lawn Landfill,MI,,8230 W. Forest Lawn Road,Three Oaks,Berrien,49128,41.775745,-86.654144,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1970,2017,Closed,,190.7,,78,"24,456,541","24,371,451",2017,"10,340",2017,No,Not used,No,4.056,Yes,2.804,2022,39.7,Yes,2,2.804,2022,175,5363,No
1003257,2235,Glen's Sanitary Landfill Inc.,MI,,518 East Traverse Highway,Maple City,Leelanau,49664,44.78978,-85.841,No,Private,WM,WM,1975,2415,Open,,57,,,"18,754,747","4,496,732",2022,"43,423",2022,Yes,Several times per year,No,0.795,Yes,0.484,2022,47.7,Yes,1,0.05,2022,58,2600,No
1002720,1947,Granger Grand River LF,MI,Granger Land Development-Watertown Township,8550 West Grand River Highway,Grand Ledge,Clinton,48837,42.7896,-84.6935,No,Private,Granger Waste Management Corp.,Granger Waste Management Corp.,1970,2060,Open,180,122.7,,,"9,572,666","8,210,022",2022,"10,507",2022,No,Not used,No,2.78,Yes,0.463,2022,56.3,Yes,,0,2022,81,1550,No
1006737,1890,Granger Wood Street Landfill,MI,Granger Landfill #1,16980 Wood Road,Lansing,Clinton,48906,42.76355,-84.55778,No,Private,Granger Waste Management Corp.,Granger Waste Management Corp.,1974,2060,Open,200,163,,,"22,749,369","12,914,907",2022,"513,970",2022,No,Not used,No,,Yes,4.736,2022,51,Yes,,1.066,2021,273,3300,No
1007721,12182,Hastings Sanitary Landfill,MI,City Environmental Services (CES) Landfill Inc of Hastings,1899 N. M-43 Highway,Hastings,Barry,49058,42.681,-85.298,No,Private,WM,,1955,2045,Open,,33.3,,,"3,599,880","3,231,755",2022,"58,227",2022,No,Occasionally but not every year,No,0.789,Yes,0.476,2022,50.3,Yes,1,0.464,2022,67,740,No
,21144,Hiawatha Shores Landfill Inc.,MI,,3098N 436 County Road,Gulliver,Schoolcraft,49840,46.065933,-86.058754,No,Private,Hiawatha Shores Landfill Inc.,Hiawatha Shores Landfill Inc.,,,Open,44.5,,,,,,,"52,047",2017,Unknown,Not used,No,,Unknown,,,,Unknown,,,,,,Unknown
1003540,2234,Huron Landfill,MI,Cove Landfill of Bad Axe Inc.,4151 South McMillan Road,Bad Axe,Huron,48413,43.76087,-83.05931,No,Private,Bad Axe Property Corp.,Bad Axe Property Corp.,1993,2043,Open,,35.1,,,"4,553,325","2,421,719",2022,"82,398",2022,No,Not used,No,0.701,No,,,,No,,,,,,Yes
1007744,2236,K&W LF,MI,,5436 Highway M 38,Ontonagon,Ontonagon,49953,46.7974,-89.1446,No,Private,WM,,1987,2031,Open,55,40,,,"3,926,155","2,699,299",2022,"91,745",2022,Yes,Occasionally but not every year,No,0.692,No,,,,No,,,,,,Yes
1003464,2237,Kent County - South Kent LF,MI,,10300 South Kent Drive SW,Byron Center,Kent,49315,42.78271,-85.67065,No,Public,"Kent County Department of Public Works, MI","Kent County Department of Public Works, MI",1982,2030,Open,150,120.6,,,,"9,204,741",2022,"338,250",2022,No,Not used,No,,Yes,1.731,2022,54.2,Yes,1,0.487,2022,49,3000,No
1008780,20894,Livingston County Landfill,MI,,1551 E. Barron Road,Howell,Livingston,48855,42.650167,-83.920333,No,Public,"Livingston County, MI",,1972,1988,Closed,,,,,"1,306,202","1,306,202",1988,"76,835",1988,Unknown,Not used,No,,No,,,,No,,,,,,Yes
1004310,1901,Lyon Development LF,MI,,5380 S. Milford Road,New Hudson,Oakland,48165,42.5143,-83.616,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1971,1993,Closed,,120,,,"6,601,132","6,601,130",1993,"507,779",1993,No,Not used,No,1.053,Yes,0.932,2022,36.9,Yes,1,0.932,2022,110,1200,No
1007028,2238,Manistee County LF,MI,Harlands Sanitary Landfill,3890 Camp Road,Manistee,Manistee,49660,44.1757,-86.26532,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1973,2077,Open,,68.6,,,"13,243,098","6,044,455",2022,"154,033",2022,No,Not used,No,1.506,Yes,1.201,2022,38,Yes,,1.201,2022,71,1200,No
1004073,20898,Marquette County SWL,MI,,600 County  Road NP,Marquette,Marquette,49855,46.48959,-87.471525,No,Public,"Marquette County Solid Waste Management Authority (MCSWMA), MI",,1989,2033,Open,,,,,"2,745,225","1,286,874",2012,"67,256",2012,Unknown,Not used,No,,No,,,,No,,,,,,No
1007580,20705,McGill Road Landfill,MI,,3895 McGill Road,Jackson,Jackson,49201,42.2913,-84.3698,No,Private,WM,,1995,2024,Open,,25.1,,,"2,379,586","2,266,053",2022,"70,966",2022,No,Occasionally but not every year,No,,Yes,0.51,2022,47.1,Yes,1,0.51,2022,22,650,Yes
1007755,2239,Menominee Landfill,MI,"Michigan Environs, Inc.",W6111 Elmwood Road,Menominee,Menominee,49858,45.17373,-87.62938,No,Private,WM,WM,1995,2054,Open,,50,,,"7,657,620","5,890,051",2022,"101,911",2022,Yes,Occasionally but not every year,No,0.96,No,,,,No,,,,,,Yes
1007590,20704,Montmorency-Oscoda-Alpena Landfill,MI,,"6751 Landfill Road
6999 County Road 487",Atlanta,Montmorency,49709,44.935,-84.12,No,Public,"Montmorency-Oscoda-Alpena Waste Management Authority, MI","Montmorency-Oscoda-Alpena Waste Management Authority, MI",1977,2040,Open,,57.1,,,"3,086,565","2,613,496",2022,"71,635",2022,Yes,At least once per year,No,0.771,No,,,,No,,,,,,Yes
1007751,1990,Muskegon County SWF,MI,Muskegon DPW Type II Landfill,9366 Apple Avenue,Ravenna,Muskegon,49451,43.2351,-85.9905,No,Public,"Muskegon County, MI","Muskegon County, MI",1973,2024,Open,80,65.5,78,40,"4,245,251","3,839,194",2022,"163,232",2022,No,Not used,No,1.538,Yes,0.809,2022,46.4,Yes,1,0.773,2022,43,1500,No
1007729,2240,Northern Oaks Recycling & Disposal Facility,MI,,513 North County Farm Road,Harrison,Clare,48625,43.993,-84.798,No,Private,WM,WM,1992,2066,Open,,50.2,,,"13,403,205","4,838,025",2022,"192,770",2022,Yes,Several times per year,No,2.35,Yes,1.206,2022,53,Yes,1,0.321,2022,110,2550,No
1003686,1894,Oakland Heights Development Landfill,MI,,2350 Brown Road,Auburn Hills,Oakland,48326,42.70846,-83.24873,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1985,2024,Open,106,99.8,,110,"19,148,131","18,806,307",2022,"277,083",2022,No,Not used,No,7.336,Yes,5.298,2022,51.3,Yes,2,3.625,2022,119,4600,No
1002684,2241,Orchard Hill SLF,MI,Best-Way Disposal,3290 Hennessey Road,Watervliet,Berrien,49098,42.17127,-86.28116,Yes,Private,Landfill Management Co.,Landfill Management Co.,1976,2055,Open,283,102.3,180,118,"20,639,329","6,654,715",2022,"238,653",2022,Yes,Several times per year,No,2.465,Yes,1.683,2022,48.9,Yes,,0.061,2022,248,3566,No
1007027,1883,Ottawa County Farms Landfill,MI,,15550 68th Avenue,Coopersville,Ottawa,49404,43.0502,-85.95682,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1982,2068,Open,242.3,160.5,,87,"65,589,451","29,949,936",2022,"688,629",2022,No,Not used,No,7.71,Yes,2.611,2022,52.3,Yes,1,0.051,2022,162,6805,No
1003133,1884,"People's Landfill, Inc.",MI,People's Garbage Disposal,4143 Rathbun Road,Birch Run,Saginaw,48415,43.2802,-83.869,No,Private,WM,WM,1968,2046,Open,105,89.5,,,"17,236,479","12,020,411",2022,"205,820",2022,Yes,Several times per year,No,2.59,Yes,1.797,2022,51.8,Yes,1,,,126,3800,No
1007745,1893,Pine Tree Acres LF Inc.,MI,,36600 29 Mile Road,Lenox,Macomb,48048,42.7649,-82.7456,Yes,Private,WM,WM,1987,2037,Open,361,238,,130,"88,512,501","52,948,725",2022,"3,160,002",2022,Yes,Occasionally but not every year,No,,Yes,8.598,2022,49,Yes,4,0.215,2022,571,24332,No
,21145,Pitsch Sanitary Landfill,MI,,7905 Johnson Road,Belding,Ionia,48809,43.102915,-85.184846,No,Private,"Pitsch Recycle and Disposal, Inc.",,,,Open,143.5,,,,,,,"304,479",2017,Unknown,Not used,No,,Unknown,,,,Unknown,,,,,,Unknown
1003592,12143,Richfield Landfill,MI,,11417 East Mt. Morris Road,Davison,Genesee,48423,43.127376,-83.485555,No,Private,"Richfield Landfill, Inc.",,1966,2013,Closed,,,,,"2,458,575",,,,,Unknown,Not used,No,,Yes,2.03,2016,58,Yes,,,,34,1220,Unknown
1003601,1885,Riverview Land Preserve,MI,,20863 Grange Road,Riverview,Wayne,48193,42.15621,-83.21208,Yes,Public,"City of Riverview, MI",,1968,2031,Open,213,211.3,200,120,"39,006,679","24,906,224",2022,"587,819",2022,No,Not used,No,8.27,Yes,5.1,2022,48.2,Yes,2,1.095,2022,236,15000,No
1005821,1991,Saginaw Valley Landfill,MI,,2145 South Miller Road,Saginaw,Saginaw,48609,43.4042,-84.0823,Yes,Private,WM,WM,1982,1999,Closed,51,50.9,,38,"4,863,532","4,863,532",1999,"270,196",1999,No,Not used,No,0.229,Yes,0.228,2022,31.5,Yes,1,0.228,2022,14,750,No
1003687,1855,Sauk Trail Hills Landfill,MI,Canton Landfill; Sauk Trail Hills Development,5011 South Lilley Road,Canton,Wayne,48188,42.2744,-83.4563,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1975,2033,Open,161,147,,133,"35,920,234","25,745,336",2022,"539,391",2022,No,Not used,No,5.62,Yes,4.466,2022,54.1,Yes,2,2.641,2022,167,7700,No
,1886,Seymour Road Landfill,MI,Seymour Road Generating Station,13164 Seymour Road,Montrose,Genesee,48457,43.1952,-83.8807,No,Private,WM,WM,1988,1993,Closed,,,,,,"1,200,000",,,,Unknown,Not used,No,,Yes,0.432,,,No,,,,,,Unknown
1004497,2195,Smiths Creek Landfill,MI,,6779 Smiths Creek Road,Smiths Creek,St. Clair,48074,42.91743,-82.59168,No,Public,"St. Clair County, MI","St. Clair County, MI",1967,2129,Open,158,138,90,70,"29,779,152","9,794,483",2022,"325,037",2022,Yes,Several times per year,Yes,2.817,Yes,1.588,2022,50.1,Yes,1,0.236,2022,99,2000,Yes
1004025,1992,Southeast Berrien County Landfill,MI,,3200 Chamberlain Road,Buchanan,Berrien,49107,41.81354,-86.32723,No,Public,SE Berrien County Landfill Authority,SE Berrien County Landfill Authority,1971,2050,Open,160,58.4,122,122,"10,266,746","6,962,621",2022,"191,697",2022,No,Not used,No,2.621,Yes,2.141,2022,50.4,Yes,1,0.052,2022,105,2800,No
,1887,Tay Mouth Landfill,MI,Tayban Corporation,4532 East Rathbun Road,Birch Run,Saginaw,48415,43.275,-83.862,No,Private,"Republic Services, Inc.","Republic Services, Inc.",,1997,Closed,,,,,,"1,000,000",,"3,575",,Unknown,Not used,No,,Yes,0.4,,,No,,,,,,Unknown
1007728,11922,Tri-City RDF,MI,,426 North Ruth Road,Carsonville,Sanilac,48419,43.437,-82.7318,No,Private,WM,,1971,2531,Open,124,55,,61,"21,245,057","3,320,654",2022,"33,320",2022,No,Occasionally but not every year,No,0.832,Yes,0.31,2022,49.6,Yes,1,0.31,2022,38,1000,No
1007703,1888,Venice Park Recycling & Disposal Facility,MI,,9536 Lennon Road,Lennon,Shiawassee,48449,42.979932,-83.972657,No,Private,WM,WM,1981,2044,Open,,128,,,"20,103,791","11,887,381",2022,"363,160",2022,No,Not used,No,4.285,Yes,2.819,2022,50.3,Yes,1,0.134,2022,159,5800,No
